name,artist,img,Unique ID,Name,Artist,Popularity,Album ID,Album name,Release date,Genre,Subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration ms
Loverman - 2011 Remastered Version,Nick Cave & The Bad Seeds,https://i.scdn.co/image/ab67616d0000b273a8092710bb3ac7af94d80bdb,6sOCmuWkp0anAqgfLqzNjH,Loverman - 2011 Remastered Version,Nick Cave & The Bad Seeds,47,0Ewp4PEIzkcAyrC463a5xF,Let Love In (2011 Remastered Version),1994-04-18,rock,permanent wave,0.279,0.49,5,0.8125641724116254,0,0.0371,0.000849,0.060563380281690136,0.433,0.389,138.823,381480
Rock My Heart - Radio Mix,Haddaway,https://i.scdn.co/image/ab67616d0000b273fe2466bf2316d66cf3d3249c,5a6WvCvpzP3flz3ZG0aAMp,Rock My Heart - Radio Mix,Haddaway,44,1LAx7yCVbGwskdnGDof8SC,The Album,1993-09-13,pop,dance pop,0.592,0.931,5,0.8227060327305492,0,0.0371,0.00551,0.030281690140845068,0.205,0.612,130.028,250933
I'm Shakin',Jack White,https://i.scdn.co/image/ab67616d0000b27331521abf3574d6f66084f366,1Wj8TbAEUGChMPD1vvsUat,I'm Shakin',Jack White,43,5Khz5tP9sdilu9YwlX8AE3,Blunderbuss,2012-04-23,rock,classic rock,0.49,0.781,11,0.7616453282484337,0,0.268,0.0108,0.0011871227364185111,0.065,0.764,79.166,180173
Receipt,Lil Wayne,https://i.scdn.co/image/ab67616d0000b27376a53ad4f7db340cb12d51c4,1iQi4lFpgIPTMeGXlQqZKk,Receipt,Lil Wayne,45,7slHgsEMuJfnuft5LAPyw6,Tha Carter II,2005-01-01,rap,southern hip hop,0.497,0.888,6,0.8988328478930494,0,0.37,0.0154,0.0,0.147,0.677,174.067,228187
Mo Fire,Lil Wayne,https://i.scdn.co/image/ab67616d0000b27376a53ad4f7db340cb12d51c4,6C5hEhWg9UUPaxdmXQUjeq,Mo Fire,Lil Wayne,46,7slHgsEMuJfnuft5LAPyw6,Tha Carter II,2005-01-01,rap,southern hip hop,0.831,0.663,11,0.8400142488946629,0,0.336,0.0791,0.0,0.18,0.642,145.941,203733
Daffodil Lament,The Cranberries,https://i.scdn.co/image/ab67616d0000b273e2213d84fabb15100c425198,5nYZAg64b6sEpukTSuuSUZ,Daffodil Lament,The Cranberries,46,5GugLrmYMl5VRoe2zNgLGp,No Need To Argue,1994-10-03,rock,album rock,0.166,0.427,7,0.7256459149676256,0,0.0335,0.0364,0.12474849094567403,0.0825,0.0623,174.859,368027
Your Body's Callin',R. Kelly,https://i.scdn.co/image/ab67616d0000b273b0369e7bc02fdd7626c7971b,4iXZFxEUzTTLMLE5jCyKEb,Your Body's Callin',R. Kelly,48,11UWeyxXNreHeZwEViqs3y,12 Play,1993-11-07,r&b,new jack swing,0.658,0.55,9,0.832785030278901,1,0.0302,0.457,0.0007323943661971831,0.114,0.727,168.289,277493
Die Trying,Art Of Dying,https://i.scdn.co/image/ab67616d0000b273cc6c4df88e0b1c3022416010,5DsD9rUwGiiWZxyDPkm48V,Die Trying,Art Of Dying,49,1Mjuv5UjTnJrDA9bR0nfMN,Vices And Virtues,2011-03-18,rock,hard rock,0.313,0.901,1,0.904846719611089,0,0.106,0.000198,0.0,0.576,0.427,110.819,229560
Some Kind Of Wonderful,Grand Funk Railroad,https://i.scdn.co/image/ab67616d0000b27331501fee852c5aaa5a293f82,6LnjelBSl5xYpdfhfFTJbX,Some Kind Of Wonderful,Grand Funk Railroad,48,4HmWOsD5ggw9It34pM7nUf,Greatest Hits: Grand Funk Railroad (Remastered),2006-01-01,rock,classic rock,0.846,0.721,2,0.8633153825199589,1,0.0494,0.163,0.0,0.194,0.637,121.42,203253
Turbulence - Radio Edit,Steve Aoki,https://i.scdn.co/image/ab67616d0000b273ab6e9ee8face447f2cc3f2ff,5E9QTD8vk09mHUgpj8MCIt,Turbulence - Radio Edit,Steve Aoki,36,5Blmo1MaZNBVhFIpB3B1kP,Wonderland,2012,edm,progressive electro house,0.694,0.947,2,0.9372210464555875,1,0.081,0.00625,0.25754527162977864,0.117,0.288,130.024,228010
Groove Thang,Zhané,https://i.scdn.co/image/ab67616d0000b27356b1fe1e1f941d919ab1a0f5,4au81WOeFQWUQvHh7WCGz2,Groove Thang,Zhané,31,4Rj3sxQFk2chQQqfad4siz,Pronounced Jah-Nay,1994-01-01,r&b,new jack swing,0.911,0.49,9,0.8222450390796889,0,0.0394,0.029,0.001056338028169014,0.0751,0.842,102.046,235000
Saturday (Oooh! Ooooh!),Ludacris,https://i.scdn.co/image/ab67616d0000b27345b6350245f9ab800433a3c5,4QKdiLnJ2fnvfLPUldoryF,Saturday (Oooh! Ooooh!),Ludacris,46,1GMj0Rx5Q6EyBYbi9Eu7Vr,Word Of Mouf,2001-01-01,rap,southern hip hop,0.589,0.809,11,0.8407057393709532,0,0.41,0.0235,0.0,0.324,0.695,103.103,230533
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,https://i.scdn.co/image/ab67616d0000b2733ce578a2506275604c9dbc87,5ZFVacinyPxz19eK2vTodL,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,47,1ggrUrAPlcvhYrybrhoJ1X,Disc-Overy,2010-05-31,edm,progressive electro house,0.736,0.929,7,0.8498627496175848,0,0.0674,0.00237,1.1167002012072434e-05,0.402,0.658,125.03,206461
Let Me In,Young Buck,https://i.scdn.co/image/ab67616d0000b27326305e4dacb50dcccf27a00b,6EaLyLT4d2bvzX2XYYztQb,Let Me In,Young Buck,0,2YzbiwMeP8s7ntQkuAhz1Z,Straight Outta Cashville,2004-01-01,rap,gangster rap,0.685,0.89,1,0.8831381095069463,0,0.32,0.117,0.0,0.0399,0.67,91.196,224253
Traficando Rimas,Cartel De Santa,https://i.scdn.co/image/ab67616d0000b2732f37ce9419fea39ba852d4e6,1gTzghZ42RCmFTPVTWvOIb,Traficando Rimas,Cartel De Santa,61,6XpSHxvcHf2VbRpDnMN091,Sincopa,2011-07-25,rap,gangster rap,0.704,0.721,8,0.861827630283092,0,0.227,0.0355,1.8309859154929573e-05,0.591,0.775,174.043,275467
Get to Know Ya,Maxwell,https://i.scdn.co/image/ab67616d0000b273d539670968d6772577efa2b7,1QGO7udymj4xp6w8jbpiF8,Get to Know Ya,Maxwell,48,3Ul8Nyuzr2AEwE8iSrQepC,Now,2001-08-14,r&b,neo soul,0.761,0.644,7,0.8371225614483582,1,0.0531,0.239,0.09949698189134808,0.052,0.917,101.015,262440
Let's Get Blown,Snoop Dogg,https://i.scdn.co/image/ab67616d0000b273e803716268c173c3f9a0c057,4MEwOkWMZ9hAuxnbcpcirF,Let's Get Blown,Snoop Dogg,1,34GxD8gBcVX4CkJRJP73Ph,R&G (Rhythm & Gangsta): The Masterpiece [Explicit Version],2004-01-01,r&b,new jack swing,0.939,0.634,4,0.8768937409634767,0,0.195,0.409,0.11066398390342051,0.233,0.717,106.008,280667
Take Me In Your Arms,Lil Suzy,https://i.scdn.co/image/ab67616d0000b273272e3f262dbe89971e0b8351,51k2LB1iizPL9grpAkQrco,Take Me In Your Arms,Lil Suzy,45,2trVSFt61oUo4V9fYOXUqa,Lil' Suzy - The Greatest Hits,2004,latin,latin hip hop,0.774,0.754,7,0.8654317624625443,1,0.0488,0.272,9.104627766599597e-05,0.115,0.838,125.973,232933
Wild Out (feat. Waka Flocka Flame & Paige),Borgore,https://i.scdn.co/image/ab67616d0000b273c798aa30102d823759cc5001,5cv4xpnhCTthBPgViRIzen,Wild Out (feat. Waka Flocka Flame & Paige),Borgore,0,3xECdcwBoHn1sxzMJZdiCS,Wild Out (feat. Waka Flocka Flame & Paige) [Remixes],2014-01-28,edm,big room,0.644,0.926,1,0.9181945812291766,1,0.0566,0.0254,0.00539235412474849,0.186,0.04,132.034,254545
U Know What's Up,Donell Jones,https://i.scdn.co/image/ab67616d0000b2733b9fe7506a011b0d259cdeab,5h9ke1UpdRWCnDt7KZCI31,U Know What's Up,Donell Jones,0,13RJNny44ASD2poUepl6Oe,R&B Clubland,2010-07-01,r&b,new jack swing,0.804,0.654,10,0.8900949227835634,0,0.0411,0.103,0.00042454728370221325,0.0759,0.854,103.01,242427
Atmosphere,Kaskade,https://i.scdn.co/image/ab67616d0000b2739463f4ae1c5ec6ad0fdc4afd,3e9iivPr1NZ0ivSGgTdvn4,Atmosphere,Kaskade,19,2EeOZAneVingnsvfx0JIV5,Atmosphere,2013-09-09,pop,indie poptimism,0.585,0.77,3,0.8768099239360476,1,0.0396,0.0227,5.633802816901408e-06,0.0692,0.393,122.987,231453
85/Billy Dee Interlude,Youngbloodz,https://i.scdn.co/image/ab67616d0000b2734145f8a1cb5b963e6de6ad89,57KCUxlvVWtnz3qGnxNna2,85/Billy Dee Interlude,Youngbloodz,21,5sPFD4RDETXKqmCsGQF8Wk,The Best Of YoungBloodZ: Still Grippin' Tha Grain,2006-11-21,rap,southern hip hop,0.806,0.6,7,0.817090291892798,1,0.365,0.0288,8.40040241448692e-06,0.619,0.727,82.147,269840
Descara,Yomo,https://i.scdn.co/image/ab67616d0000b27388d2aae6de7ab7ae2cfe1e7f,20Zj7TB00BDSp7KLUJaEvU,Descara,Yomo,49,0Q7X6qJEAc0rggA0GUL5VG,My Destiny,2008-11-11,latin,reggaeton,0.864,0.826,8,0.8551013138319049,0,0.209,0.251,3.8732394366197184e-05,0.465,0.617,90.031,288288
Sun Don't Shine,Klangkarussell,https://i.scdn.co/image/ab67616d0000b273d83e34b41cbb4d72e2fefb2c,6n0OQD5aGspHuwFPJ2ePGC,Sun Don't Shine,Klangkarussell,48,4j9mSsoan95YCTzgxORbvK,Netzwerk (Deluxe),2014-07-28,latin,tropical,0.456,0.563,5,0.7925109485992079,0,0.0644,0.191,0.001096579476861167,0.0978,0.213,119.94,237695
Surrender,Cheap Trick,https://i.scdn.co/image/ab67616d0000b273bbf0089563c42c7710b7ca2f,2ccUQnjjNWT0rsNnsBpsCA,Surrender,Cheap Trick,69,5w20U3G3GyWiPvvDeVzkhN,Heaven Tonight,1978-04,rock,album rock,0.524,0.955,0,0.8249062297005636,1,0.0411,0.00717,8.822937625754527e-06,0.659,0.869,133.849,253733
Tu Quieres Duro,"Héctor ""El Father""",https://i.scdn.co/image/ab67616d0000b273d025f3e9449242a1a4a8ba2a,0pv0URPkbZIU4Jyrq47vWc,Tu Quieres Duro,"Héctor ""El Father""",35,05vrChqlagPD4ALM4L3TAG,La Misión 4,2004,latin,reggaeton,0.804,0.869,11,0.8524610774678876,1,0.054,0.265,2.4346076458752515e-06,0.287,0.102,95.0,215947
Come Clean - E New Y Radio,Jeru The Damaja,https://i.scdn.co/image/ab67616d0000b273019a1f59bba397fcf5b79f28,6wbBrsE2H2pupmnfoVSY6w,Come Clean - E New Y Radio,Jeru The Damaja,50,6WWAC3ZEROk0OlVsubRbbd,The Sun Rises In The East,1994-05-24,rap,southern hip hop,0.812,0.778,10,0.6808247595499025,0,0.292,0.6,4.4164989939637824e-05,0.11,0.599,87.713,297040
Real Big,Mannie Fresh,https://i.scdn.co/image/ab67616d0000b2739bb7ef0ffb6c06e91abdb32c,47FjToieQbxqNnuiRRQtym,Real Big,Mannie Fresh,47,5YiMuKQIdGJE1kP8HLBqA7,The Mind Of Mannie Fresh,2004-01-01,rap,southern hip hop,0.724,0.86,7,0.8990214362047649,1,0.0872,0.0139,0.0,0.254,0.553,96.956,228827
The Sparrows And The Nightingales,Wolfsheim,https://i.scdn.co/image/ab67616d0000b273bd779e812d4dfcdc3f5b7cfe,3mIkPJ47lUFnc9KRO635KE,The Sparrows And The Nightingales,Wolfsheim,46,0hgVhj0G5OWzGEMjf2AIDk,The Sparrows And The Nightingales,1991-07-15,pop,electropop,0.634,0.543,2,0.6899608155396768,1,0.0324,0.0169,0.001277665995975855,0.315,0.441,121.931,405291
ASAP,T.I.,https://i.scdn.co/image/ab67616d0000b273dfe8fee228a1aa9476bced26,6ZZiibK0pvYdzA0V6Nf8Ag,ASAP,T.I.,0,5pxgEcoMRO974Stpe4AzYE,Urban Legend,2004-11-29,rap,southern hip hop,0.806,0.587,9,0.8515600444230245,1,0.28,0.175,0.0,0.263,0.575,158.032,285027
BTSTU (Edit),Jai Paul,https://i.scdn.co/image/ab67616d0000b273f2084e0d4647cef727061f38,2NRRrr8ylDK38KD3Ffbw4K,BTSTU (Edit),Jai Paul,58,7srgNVx6TtKJrgNKMJusxb,BTSTU,2011-04-21,pop,dance pop,0.665,0.389,1,0.832701213251472,1,0.441,0.745,0.000987927565392354,0.326,0.521,89.962,210001
Pretty Girl - Remix,Dyablo,https://i.scdn.co/image/ab67616d0000b273c07671927fcac3dd02e8802a,0Se3MuBIM5Mu12Tv9M6Ajc,Pretty Girl - Remix,Dyablo,48,6VyyI30GwUCrohLifMpS0h,Destrukxion,2001,latin,latin hip hop,0.848,0.608,4,0.8166921610125096,0,0.21,0.128,0.0,0.072,0.654,88.011,265347
Lovers on the Sun (feat. Sam Martin),David Guetta,https://i.scdn.co/image/ab67616d0000b27322f21ef4e9da48c31170a418,2i2zYdN4KCkTCDscdMYr87,Lovers on the Sun (feat. Sam Martin),David Guetta,47,3UEEPh5wsdhP7SKC31yvhu,Listen (Deluxe),2014-11-24,pop,dance pop,0.645,0.891,6,0.9207929090794794,0,0.0387,0.0932,3.903420523138833e-06,0.379,0.568,124.915,203520
I Seen a Man Die,Scarface,https://i.scdn.co/image/ab67616d0000b273602c9567392bbf640373e293,6ld0SjdFPdZtoWBxzn0Ytp,I Seen a Man Die,Scarface,53,2Z1lDWB2EfTUKV5ILxjdvu,The Diary,1994,rap,southern hip hop,0.692,0.674,2,0.8575529618842067,1,0.292,0.0022,0.0,0.359,0.5,79.925,272680
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2005 Remaster,The Notorious B.I.G.,https://i.scdn.co/image/ab67616d0000b27394f68ea26a5b2146eaaa4099,4h1T8pUzl9VtudWWlVAxxz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2005 Remaster,The Notorious B.I.G.,49,46JQVqJpOg8opDLUl1qHT1,Bad Boy's 10th Anniversary- The Hits,2004-03-09,rap,gangster rap,0.857,0.867,6,0.869517842549714,0,0.0635,0.0271,0.0,0.128,0.918,104.382,253133
Don't Leave Me,Blackstreet,https://i.scdn.co/image/ab67616d0000b273a53ba0d93a6de9334d4b7efb,6ZQSvQh5wb2M5AaEaoymMY,Don't Leave Me,Blackstreet,36,5iEdkyR0Ez5wQLQFphYYAU,No Diggity: The Very Best Of Blackstreet,2003-01-01,r&b,new jack swing,0.791,0.585,2,0.8767051526517612,0,0.0346,0.0817,0.0,0.0775,0.732,81.809,310867
Rockin' All Over The World,Status Quo,https://i.scdn.co/image/ab67616d0000b273c5bfe99a11ec02852aac99b7,2528tHFeJZpm2xutrKFNIb,Rockin' All Over The World,Status Quo,17,76EMCm568vH0ppdbuUSlGb,Classic,2009,rock,hard rock,0.545,0.963,0,0.8648869517842549,1,0.102,0.101,0.493963782696177,0.41,0.87,131.564,216600
Don’t You Want My Love,Moodymann,https://i.scdn.co/image/ab67616d0000b273acdc6c8b134d4528937c4565,4L60ULqvJpqFReaNwmq8F0,Don’t You Want My Love,Moodymann,48,2NhQapO6mTOWbip0fvru36,Forevernevermore,2000-01-01,edm,progressive electro house,0.735,0.641,6,0.735599186974834,1,0.0959,0.00135,0.8953722334004024,0.228,0.481,113.402,264360
Lonely Boy,Andrew Gold,https://i.scdn.co/image/ab67616d0000b273f2e0095ebf2aaadb55f0342a,6wGMLoEqD2k3RBXFHD0yUp,Lonely Boy,Andrew Gold,52,646DiNC3Ack9x3Q7dEBzKW,What's Wrong with This Picture?,1976,rock,classic rock,0.588,0.598,9,0.6948431573874232,1,0.0296,0.0386,5.865191146881287e-05,0.107,0.866,123.724,264893
Ain't 2 Proud 2 Beg,TLC,https://i.scdn.co/image/ab67616d0000b273dc99053d8e01786a0efb6ed4,5kVSEpbyuLIVuPM1i2KivC,Ain't 2 Proud 2 Beg,TLC,47,19lVMS3ZOoJi5CdRKvoOiP,Ooooooohhh... On The TLC Tip,1992-02-25,r&b,new jack swing,0.674,0.707,10,0.7469983027051945,0,0.0343,0.00265,0.0021529175050301807,0.352,0.712,104.854,336560
Smooth Criminal - Radio Edit,Michael Jackson,https://i.scdn.co/image/ab67616d0000b273ed1c305cd1e673fe925407ce,2GVYPY8Sv7U7cJkDFu3Ft1,Smooth Criminal - Radio Edit,Michael Jackson,47,77dNyQA0z8dV33M4so4eRY,The Essential Michael Jackson,2005-07-19,rock,classic rock,0.854,0.957,8,0.8460909833832743,1,0.0705,0.156,0.6257545271629779,0.308,0.628,118.185,257240
I Just Wanna Stop,Gino Vannelli,https://i.scdn.co/image/ab67616d0000b27366707b4e2a63372a48ab9b85,5ljGmNLjvQZm2hw8cDJXNJ,I Just Wanna Stop,Gino Vannelli,51,4ohvIC6DYCyY1uyPcvXAFc,Brother To Brother,1978-01-01,rock,classic rock,0.581,0.548,9,0.6914904762902583,1,0.0325,0.184,0.0016599597585513076,0.163,0.672,139.149,218307
You Make Me Feel Like Dancing - Remastered,Leo Sayer,https://i.scdn.co/image/ab67616d0000b273a0bfbf9940aed389f784bc48,7eu8WlAizBndJ0aOpOyNka,You Make Me Feel Like Dancing - Remastered,Leo Sayer,44,5QVk6Q7MexmNGl5Uc1uAdV,The Show Must Go On: The Leo Sayer Anthology,1996,r&b,urban contemporary,0.758,0.55,8,0.7265259937556314,0,0.0383,0.0716,1.408450704225352e-05,0.0889,0.833,95.686,173067
In A Dream - Original Mix,Rockell,https://i.scdn.co/image/ab67616d0000b2735e59bf045210d34f43897d5b,4Xf27f2BIY6FmvifqxQ7RD,In A Dream - Original Mix,Rockell,47,3EKEKhGIE2XYeWxn7Y2nkz,What Are You Lookin' At?,1998-04-28,latin,latin hip hop,0.785,0.688,9,0.8193114431196697,0,0.0385,0.019,0.30181086519114686,0.136,0.835,132.279,241693
Last Night,Az Yet,https://i.scdn.co/image/ab67616d0000b273ec9ff4f5e6ed7e67ce672b46,2mj1Z5bqu0UfW4o4a7UxpW,Last Night,Az Yet,47,0OMxYaCIggV2z8aOKbGbEk,Az Yet,1996-10-17,r&b,new jack swing,0.555,0.543,3,0.7873352471554595,0,0.0272,0.428,0.0,0.105,0.359,164.021,269027
Rock 'N' Roll All Nite - Live,KISS,https://i.scdn.co/image/ab67616d0000b273ad439f1ccc16c72ef3c77d6e,4pZQSv5bgJIYanXRTwW2pF,Rock 'N' Roll All Nite - Live,KISS,0,28R1dlvV3yiNktmnnYflK5,MTV Unplugged,1996-01-01,latin,latin pop,0.613,0.984,8,0.8680300903128471,1,0.0853,0.075,0.0,0.984,0.543,137.519,259080
...Til the Cops Come Knockin',Maxwell,https://i.scdn.co/image/ab67616d0000b27369931b586220aaf949babbe5,2x28X8t6xaomkkn1ssHJ5E,...Til the Cops Come Knockin',Maxwell,48,2k5YAxjmAD3DmYtmlrY64p,Maxwell's Urban Hang Suite,1996-04-02,r&b,urban contemporary,0.711,0.559,0,0.812543218154768,0,0.0291,0.632,0.03913480885311871,0.136,0.583,130.017,416000
Nuestra Cancion,Elvis Crespo,https://i.scdn.co/image/ab67616d0000b2737f21e1d44b7dbb3940f6a93b,16LDbpqgCtvEZDQ5wfOWrj,Nuestra Cancion,Elvis Crespo,49,01dkVTJhjXbhGCW4VUelmq,Suavemente,1998-02-27,latin,tropical,0.692,0.885,7,0.9076545900299645,0,0.0466,0.425,0.002575452716297787,0.239,0.923,126.228,208640
Fish (feat. Raekwon & Cappadonna),Ghostface Killah,https://i.scdn.co/image/ab67616d0000b2733e6809e08578c7c250112046,37hqGqe1Btdp6xuljIm4zL,Fish (feat. Raekwon & Cappadonna),Ghostface Killah,48,2jCjUgaDh9lVGju6u3cGvK,Ironman,1996,rap,gangster rap,0.728,0.723,10,0.8173626972319427,0,0.271,0.024,3.732394366197183e-05,0.306,0.586,86.003,230467
Runnin' with the Devil,Van Halen,https://i.scdn.co/image/ab67616d0000b2738861dd1de9cec5df813e58dd,46FW5ZZ6fOF1WpMTEOVEHX,Runnin' with the Devil,Van Halen,41,7ndqT6LH9o6YQ5uA7aT0St,Best of Volume 1,1996-09-24,rock,classic rock,0.432,0.88,1,0.8523982146973157,0,0.0656,0.0206,0.00019215291750503016,0.185,0.527,95.59,216733
Ain't Talkin' 'Bout Love,Van Halen,https://i.scdn.co/image/ab67616d0000b2738861dd1de9cec5df813e58dd,4UmehW6tTXGC7HsuIGujMR,Ain't Talkin' 'Bout Love,Van Halen,3,7G2PY8yve3Db0PeGsosb4x,Van Halen (Reissue),1978-02-07,rock,hard rock,0.498,0.887,8,0.7984410032898183,0,0.0383,0.00392,0.0003782696177062374,0.209,0.714,139.126,226973
Easy (LIke Sunday Morning),Charles Givings,https://i.scdn.co/image/ab67616d0000b273c7d4758803a294131d8fdd42,5lnLxpRxCDlqedyWgkBLOh,Easy (LIke Sunday Morning),Charles Givings,48,1STfmRBX2iFpZkDMY6mKqT,Songs For Sunset Lovers,2003-08-03,r&b,urban contemporary,0.584,0.435,10,0.7273641640299227,0,0.0263,0.301,0.00738430583501006,0.126,0.399,132.439,266320
Dead But Rising,Volbeat,https://i.scdn.co/image/ab67616d0000b27357e78d8652bc2c54332888b7,3siZ8Gr2G9zelmm1NZOmP3,Dead But Rising,Volbeat,49,5SBrIIYCvThaqN9r1SV2pv,Outlaw Gentlemen & Shady Ladies,2013-01-01,rock,hard rock,0.397,0.978,7,0.8566728830962009,1,0.0514,4.73e-06,0.5945674044265593,0.321,0.435,107.703,214560
Andamos Armados,Control Machete,https://i.scdn.co/image/ab67616d0000b27358fa5195843b107861a4c1a5,4hmCjMZocVqf0oCmMxnooJ,Andamos Armados,Control Machete,0,5H9qCsbGlSa1NDwU50N8A7,Singles,2017-02-10,latin,latin hip hop,0.783,0.967,11,0.8520000838170274,1,0.129,0.0391,1.187122736418511e-05,0.748,0.325,96.028,233493
Top O' the Morning to Ya,House Of Pain,https://i.scdn.co/image/ab67616d0000b273663ceb45ca1f25c247034c31,5sAwKZXy47JNVk03zqWgwI,Top O' the Morning to Ya,House Of Pain,48,2z37UnazitI7yDEF0IjE0v,House of Pain (Fine Malt Lyrics),1992-07-21,rap,southern hip hop,0.827,0.619,1,0.7601156674978522,0,0.11,0.00365,0.01106639839034205,0.337,0.73,111.083,216320
Same Song - Edit Version,Digital Underground,https://i.scdn.co/image/ab67616d0000b273dabe558a89ecb3a4f978325b,3FygJnwLJbaU5xe4E87h8e,Same Song - Edit Version,Digital Underground,48,6TOnlk3Wg2oEJvL4RkW4pt,Rhino Hi-Five: Digital Underground,2005-06-19,rap,southern hip hop,0.813,0.687,1,0.7600108962135658,1,0.152,0.0562,0.0,0.113,0.733,103.196,237533
Poppin' Champagne,All Time Low,https://i.scdn.co/image/ab67616d0000b273c8913cd7b91bb7f6bbbec305,79xbVOzorykiNjTB6VV6zx,Poppin' Champagne,All Time Low,0,6JOwSepO10JPjwMVfM1h8S,"So Wrong, It's Right (Deluxe Version)",2008-08-04,pop,post-teen pop,0.577,0.885,2,0.9056848898853802,1,0.0589,0.0248,0.0,0.388,0.555,123.013,199987
Cleva,Erykah Badu,https://i.scdn.co/image/ab67616d0000b2730d934cb462fae5a26f829efb,1GoTvQP3JEeA8oh5I9b2xc,Cleva,Erykah Badu,47,3cADvHRdKniF9ELCn1zbGH,Mama's Gun,2000-10-31,r&b,neo soul,0.738,0.382,1,0.726044045847914,1,0.0765,0.0417,0.026861167002012073,0.116,0.636,83.126,225800
Devil's Pie,D'Angelo,https://i.scdn.co/image/ab67616d0000b273963416bf0f5fb7373d412780,1arQh74CO1oQLKrO7el3FV,Devil's Pie,D'Angelo,0,5mwC516GzRfwwkx7mYANxY,Voodoo,2000-01-25,r&b,neo soul,0.915,0.458,10,0.7960522180080883,0,0.232,0.00269,0.0013078470824949696,0.711,0.557,92.088,321707
Misery Business - Acoustic Version,Paramore,https://i.scdn.co/image/ab67616d0000b273bee754528c08d5ff6799a1eb,3CFIo5d0MJM4xergOijeYD,Misery Business - Acoustic Version,Paramore,47,71rziY9eLo1tA2dBMxrwhc,Riot!,2007-06-11,latin,latin pop,0.63,0.511,5,0.8434297927623997,0,0.0388,0.466,0.0,0.142,0.92,168.833,194115
Asi Son Mis Dias,Control Machete,https://i.scdn.co/image/ab67616d0000b27358fa5195843b107861a4c1a5,3Jw774vf185xkKIUZWySx5,Asi Son Mis Dias,Control Machete,45,1OGemrG3upLMC7nVj8OZX2,Mucho Barato,1997,rap,gangster rap,0.689,0.477,10,0.772059593906502,0,0.0468,0.0125,0.07615694164989939,0.671,0.44,79.463,214707
Love No Limit,Mary J. Blige,https://i.scdn.co/image/ab67616d0000b27321110eef2bacdfe409af6903,7gEGhEb1VcCeC6lJWnjI9Z,Love No Limit,Mary J. Blige,47,5Q3xLiKnY4ShDuQda7qfg2,What's The 411?,1992-01-01,r&b,new jack swing,0.558,0.695,11,0.8087295434067431,0,0.04,0.165,0.0017102615694164988,0.216,0.621,169.564,299627
Just Say Yes,Snow Patrol,https://i.scdn.co/image/ab67616d0000b273caad0084857d839bc366450d,4k7P2LIQco8YCVbIZl1vZB,Just Say Yes,Snow Patrol,60,1IN1tRZL4wr52v3iZBz4Qb,Up To Now,2009-01-01,rock,permanent wave,0.54,0.887,9,0.8576577331684931,1,0.0324,0.0187,3.209255533199195e-05,0.0275,0.255,108.02,281347
Lookout Weekend,Debbie Deb,https://i.scdn.co/image/ab67616d0000b2731f513cca28786471ffcad246,0nA1wFwYTY1kQ5NOjqAwYe,Lookout Weekend,Debbie Deb,46,4lQcKtTpIpUlHD7VWSGi2B,Lookout Weekend,2013-11-28,latin,latin hip hop,0.834,0.787,1,0.7813213754374201,1,0.112,0.199,0.017907444668008046,0.217,0.875,127.432,371287
She's A Beauty,The Tubes,https://i.scdn.co/image/ab67616d0000b273d7506a0abc106ef5491e8796,6lnP51cMlqpZ8bwmyVlgvG,She's A Beauty,The Tubes,45,5VHuYTXOvy0Cx8BqRSRzFn,Best Of,1992-01-01,rock,classic rock,0.694,0.787,2,0.7727720386396496,1,0.0363,0.0913,0.010663983903420523,0.0562,0.667,111.157,237240
"I'm Bad, I'm Nationwide",ZZ Top,https://i.scdn.co/image/ab67616d0000b27349f0924c4d6af1dee8623f0b,39upzShiWUjweO2v6Ewfjw,"I'm Bad, I'm Nationwide",ZZ Top,41,339EONXrRgL9iLpxOKrUJZ,Deguello,1979-11-01,rock,classic rock,0.661,0.522,7,0.6998302705194559,0,0.0307,0.373,0.0005835010060362173,0.0733,0.897,102.454,286573
Here I Go,Mystikal,https://i.scdn.co/image/ab67616d0000b2736d7a087d784c8e4b26d59732,0Sizq91V0brNa9RBpMfeOB,Here I Go,Mystikal,42,6ZFUMvnLkGErstI6DWISYn,Mind Of Mystikal,1995-10-05,rap,southern hip hop,0.727,0.661,6,0.8686796722754228,0,0.0731,0.355,0.0,0.3,0.511,84.974,345067
Space Age Pimpin',8Ball & MJG,https://i.scdn.co/image/ab67616d0000b273071e5a32a92ccd6483906d85,1b8WvjQ6aT3MrqouZHCqsE,Space Age Pimpin',8Ball & MJG,45,2UBBDl07r4miPVFPp0OMCX,On Top Of The World,1995-10-31,rap,southern hip hop,0.689,0.658,9,0.8154558598579301,0,0.0767,0.154,0.0,0.499,0.608,149.991,310133
